Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.383653971905142,lateraloccipital,122620
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.5112913906861589,lateraloccipital,122620
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4721922266660474,parsopercularis,122620
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.10068104863898775,parsopercularis,122620
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.813698844238728,,122620
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,0.18025861952494404,,122620
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.013952602657777646,,122620
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,-0.017466931487801318,,122620
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.08936325790849864,,122620
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.0008973175494317856,,122620
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,-0.008459031191756061,,122620
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.5046749462295659,,122620
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.665397177876926,,122620
entropy_kozachenko,postcentral,postcentral,Univariate,1.4469960699957305,postcentral,122620
AIS_kraskov,postcentral,postcentral,Univariate,0.43745971189363875,postcentral,122620
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.8482625211560593,,122620
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.2309343392825931,,122620
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,-0.00520703887283247,,122620
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,-0.005271167325176407,,122620
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.49404838050852895,,122620
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.00014987670463005337,,122620
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.009621777780628449,,122620
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.539307421058124,,122620
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.411637997063577,,122620
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.43751728681461,isthmuscingulate,122620
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.15194282173090912,isthmuscingulate,122620
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.858729413449366,,122620
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,0.18971618686886105,,122620
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,-0.018302400644060413,,122620
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.0035548755335597093,,122620
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,-0.06705278398900116,,122620
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.0018531296117995164,,122620
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,-0.005294245675934839,,122620
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.5495313992042,,122620
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.684672833954922,,122620
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.4089868123719613,posteriorcingulate,122620
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.09038760592146211,posteriorcingulate,122620
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.814659237813958,,122620
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,0.22372484643381751,,122620
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,-0.004131838642459584,,122620
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.021231055412561872,,122620
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,-0.02321483810036362,,122620
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.00011106911785128809,,122620
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.007945128068234109,,122620
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.5056834438280124,,122620
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,6.873984544094101,,122620
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.455227220176706,inferiortemporal,122620
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,0.14048101391082835,inferiortemporal,122620
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.8789823967790817,,122620
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,0.3136198646484032,,122620
mi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,-0.014027486987531645,,122620
tlmi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.04329945043494021,,122620
di_kozachenko,lateraloccipital,inferiortemporal,Bivariate,0.08183047128788168,,122620
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.005863929947663499,,122620
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.02048329141380112,,122620
ce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,1.5699770169906935,,122620
cce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,6.614140033660579,,122620
entropy_kozachenko,inferiorparietal,inferiorparietal,Univariate,1.4323748676915393,inferiorparietal,122620
AIS_kraskov,inferiorparietal,inferiorparietal,Univariate,0.5205815956715512,inferiorparietal,122620
je_kozachenko,lateraloccipital,inferiorparietal,Bivariate,2.689973490944491,,122620
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Bivariate,0.11404684476843796,,122620
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.055317781424504275,,122620
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.03563140839540857,,122620
di_kozachenko,lateraloccipital,inferiorparietal,Bivariate,0.5802387422291275,,122620
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.0035065541505975386,,122620
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,-0.010951956095739623,,122620
ce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,1.3809539708255474,,122620
cce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,4.977662756431121,,122620
entropy_kozachenko,fusiform,fusiform,Univariate,1.417301681598543,fusiform,122620
AIS_kraskov,fusiform,fusiform,Univariate,0.10531122418556205,fusiform,122620
je_kozachenko,lateraloccipital,fusiform,Bivariate,2.9309671164211895,,122620
si_kozachenko_k-1,lateraloccipital,fusiform,Bivariate,0.34999063673208974,,122620
mi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,-0.010699861154263246,,122620
tlmi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.005780856906264731,,122620
di_kozachenko,lateraloccipital,fusiform,Bivariate,-0.40380713671891755,,122620
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,1.5910044189872714e-05,,122620
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,-0.03776979125570734,,122620
ce_kozachenko,lateraloccipital,fusiform,Bivariate,1.6221930819142591,,122620
cce_kozachenko,lateraloccipital,fusiform,Bivariate,7.0688633725952865,,122620
entropy_kozachenko,lateralorbitofrontal,lateralorbitofrontal,Univariate,1.3555490313182093,lateralorbitofrontal,122620
AIS_kraskov,lateralorbitofrontal,lateralorbitofrontal,Univariate,-0.007196640078880989,lateralorbitofrontal,122620
je_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,2.851160257322485,,122620
si_kozachenko_k-1,lateraloccipital,lateralorbitofrontal,Bivariate,0.20447032991174874,,122620
mi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,-0.004041956913264144,,122620
