Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.4593737729292835,lateraloccipital,212318
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.20065628407149827,lateraloccipital,212318
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4346750016872596,parsopercularis,212318
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.08687772970546703,parsopercularis,212318
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.7986101487686885,,212318
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,0.10553129474274181,,212318
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,-0.01377386083745158,,212318
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.006645629315539026,,212318
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.33756237410750156,,212318
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.0031722753265342523,,212318
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.01048984180941992,,212318
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.393364169200725,,212318
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.402639891707164,,212318
entropy_kozachenko,postcentral,postcentral,Univariate,1.427976149484202,postcentral,212318
AIS_kraskov,postcentral,postcentral,Univariate,0.19133659483699272,postcentral,212318
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.776267049503287,,212318
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.08746749884477678,,212318
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.07260542269348669,,212318
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.07801083427594158,,212318
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.14541636854471207,,212318
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.006022653323292265,,212318
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.010542583369048675,,212318
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.371038146012301,,212318
cce_kozachenko,lateraloccipital,postcentral,Bivariate,6.383012348228904,,212318
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.359411383499718,isthmuscingulate,212318
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.10898954507742165,isthmuscingulate,212318
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.8148667601990653,,212318
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,0.19493793143298221,,212318
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,-0.0012941207516643516,,212318
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,-0.0003922651472816341,,212318
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.08292775007096331,,212318
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.002092014709367797,,212318
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.02085723537230022,,212318
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.4095906084179632,,212318
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.578617131442774,,212318
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.3844232458205878,posteriorcingulate,212318
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.08599295121829442,posteriorcingulate,212318
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.821745629712938,,212318
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,0.08632814265278776,,212318
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.009020390260406685,,212318
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,-0.00907561611775165,,212318
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,0.12176543175077725,,212318
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.0003163511656159891,,212318
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,-0.0012355939429427032,,212318
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.4164969531029068,,212318
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,6.735061155665999,,212318
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.4645315040748494,inferiortemporal,212318
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,0.028650393523932394,inferiortemporal,212318
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.81668283787115,,212318
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,0.16223697931046077,,212318
mi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.010941416333283271,,212318
tlmi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,-0.023836176501784934,,212318
di_kozachenko,lateraloccipital,inferiortemporal,Bivariate,-0.10307163250700313,,212318
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.001695890327223689,,212318
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,-0.011531694210355825,,212318
ce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,1.4114126098449833,,212318
cce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,6.971037667399099,,212318
entropy_kozachenko,inferiorparietal,inferiorparietal,Univariate,1.4320731823632071,inferiorparietal,212318
AIS_kraskov,inferiorparietal,inferiorparietal,Univariate,0.4231062779660153,inferiorparietal,212318
je_kozachenko,lateraloccipital,inferiorparietal,Bivariate,2.6703173555374913,,212318
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Bivariate,0.09570916236079663,,212318
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.08165497145760625,,212318
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.025163836192160005,,212318
di_kozachenko,lateraloccipital,inferiorparietal,Bivariate,0.6466629977420268,,212318
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.0074478447612011806,,212318
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,-0.01255344641631928,,212318
ce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,1.2650412548040442,,212318
