Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.432603383176775,lateraloccipital,118730
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.22384856684914212,lateraloccipital,118730
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.41758052323551,parsopercularis,118730
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.20406019055952385,parsopercularis,118730
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.8648159632362638,,118730
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,-0.010510276917063965,,118730
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.005939336877021972,,118730
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.0230115274537539,,118730
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.16747923480225424,,118730
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.008218677982911112,,118730
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.009025924217915593,,118730
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.4244093060625818,,118730
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.311321023950468,,118730
entropy_kozachenko,postcentral,postcentral,Univariate,1.3536114677942637,postcentral,118730
AIS_kraskov,postcentral,postcentral,Univariate,0.3678261048382536,postcentral,118730
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.800376751740306,,118730
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.043920857131215296,,118730
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.014899162002318889,,118730
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.00883877553627066,,118730
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.3704975049884691,,118730
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0012604994904087004,,118730
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0004849946206151312,,118730
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.3599312962322405,,118730
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.689197381643812,,118730
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.4200424512703336,isthmuscingulate,118730
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.2658788731461037,isthmuscingulate,118730
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.818819893551568,,118730
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,-0.21893307294773523,,118730
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.015548956111759438,,118730
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.012521623817415062,,118730
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.35424557620219144,,118730
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.006105347337805022,,118730
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.009334424598033797,,118730
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.3783842287974495,,118730
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,5.946943203813937,,118730
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.4599035495311075,posteriorcingulate,118730
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.007599667178764591,posteriorcingulate,118730
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.844534626605278,,118730
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,-0.012204979862867393,,118730
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.002778252655982527,,118730
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.008596794568077826,,118730
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,-0.049611787817820385,,118730
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.0005101354612605028,,118730
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.01126865624308726,,118730
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.4041152958513163,,118730
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,7.116250716955744,,118730
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.4493041369035602,inferiortemporal,118730
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,0.0710396307893486,inferiortemporal,118730
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.887784139797257,,118730
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,-0.026291127496649747,,118730
mi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,-0.013160267949963611,,118730
tlmi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.00396026030368013,,118730
di_kozachenko,lateraloccipital,inferiortemporal,Bivariate,0.17250685070748606,,118730
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.0002564895125739748,,118730
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.018645000030480974,,118730
ce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,1.4473450704992215,,118730
cce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,6.723386655271868,,118730
entropy_kozachenko,inferiorparietal,inferiorparietal,Univariate,1.4589120568895142,inferiorparietal,118730
AIS_kraskov,inferiorparietal,inferiorparietal,Univariate,0.3608887443684088,inferiorparietal,118730
je_kozachenko,lateraloccipital,inferiorparietal,Bivariate,2.8158859210319602,,118730
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Bivariate,0.14571103883979974,,118730
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.07512760159079512,,118730
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.0806376831362634,,118730
di_kozachenko,lateraloccipital,inferiorparietal,Bivariate,0.45170430654933824,,118730
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.011505004752506043,,118730
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.026819413923022672,,118730
ce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,1.375456867233058,,118730
