Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.3678272185246945,lateraloccipital,127933
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.644916971832374,lateraloccipital,127933
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4986772704539977,parsopercularis,127933
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.10525923933270676,parsopercularis,127933
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.804198955897331,,127933
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,-0.00943221766830371,,127933
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.01826949596696359,,127933
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,-0.0028380112494268417,,127933
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,-0.08989458181407883,,127933
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.0015881681496747457,,127933
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.005819210369260919,,127933
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.4056454362116146,,127933
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.6795680476075,,127933
entropy_kozachenko,postcentral,postcentral,Univariate,1.401323401098642,postcentral,127933
AIS_kraskov,postcentral,postcentral,Univariate,0.68409813946786,postcentral,127933
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.8396489881157874,,127933
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,-0.10646305953738411,,127933
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.03550173583408878,,127933
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.006302722924115045,,127933
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.6655006310663731,,127933
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.00020905651220133533,,127933
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0058261587219003985,,127933
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.4410863423083824,,127933
cce_kozachenko,lateraloccipital,postcentral,Bivariate,4.433312081723937,,127933
