Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.3832048324574728,lateraloccipital,151526
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.5998888050192202,lateraloccipital,151526
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4375509080060649,parsopercularis,151526
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.1777530952963451,parsopercularis,151526
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.845252588027235,,151526
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,-0.02472076370085352,,151526
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,-0.0021737799535817004,,151526
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.012629973259819849,,151526
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.23928017993706963,,151526
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,4.589238545269306e-05,,151526
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.009142347955966912,,151526
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.456860684880804,,151526
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.343830158435846,,151526
entropy_kozachenko,postcentral,postcentral,Univariate,1.418857743656643,postcentral,151526
AIS_kraskov,postcentral,postcentral,Univariate,0.47881511351522477,postcentral,151526
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.815463884022637,,151526
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,-0.10362097989765795,,151526
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,-0.012683974575136148,,151526
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.0314150494641261,,151526
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.4932639958414393,,151526
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0018548725452753627,,151526
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0004704997227247265,,151526
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.4270558114423113,,151526
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.168688745027037,,151526
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.425301251931943,isthmuscingulate,151526
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.20048302289742725,isthmuscingulate,151526
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.8846916404133753,,151526
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,0.004198675196795509,,151526
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.011272207340708107,,151526
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.0015292024577338026,,151526
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.1478159278199529,,151526
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.0025320554694085126,,151526
