Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.3993100240597016,lateraloccipital,118932
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.7516638007037155,lateraloccipital,118932
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4469282332180216,parsopercularis,118932
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.41323558673362726,parsopercularis,118932
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.762394590678889,,118932
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,0.04322334369771541,,118932
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.03449969801424935,,118932
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.021469562935225284,,118932
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.4112238060036777,,118932
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,1.9697587603756613e-06,,118932
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.013829498963135789,,118932
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.3758359004005558,,118932
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,5.577713913144564,,118932
entropy_kozachenko,postcentral,postcentral,Univariate,1.4352941585439734,postcentral,118932
AIS_kraskov,postcentral,postcentral,Univariate,0.5399863705448933,postcentral,118932
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.825480023949711,,118932
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.01299213880611605,,118932
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.04372572195384272,,118932
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.011013358016310093,,118932
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.4599432239518997,,118932
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,8.45339180288784e-05,,118932
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,-0.01730340406825137,,118932
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.4389332501432768,,118932
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.127116828770912,,118932
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.3816770508179852,isthmuscingulate,118932
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.1995486731005789,isthmuscingulate,118932
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.856248100575797,,118932
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,0.1304222140379232,,118932
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,-0.02551763121853412,,118932
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.026897652560395002,,118932
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,-0.0008399273676138463,,118932
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.0013901107612779974,,118932
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.01461506450906258,,118932
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.4696770969603574,,118932
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.405745162267827,,118932
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.3596989072335237,posteriorcingulate,118932
