Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.318986290015122,lateraloccipital,214423
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.5859723789411619,lateraloccipital,214423
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4319246150864897,parsopercularis,214423
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.15543208973021017,parsopercularis,214423
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.8676948395685753,,214423
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,0.18049496657130915,,214423
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.026622938353391135,,214423
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,-0.0029787286783271583,,214423
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.07507201438368938,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,5.418466949194061e-06,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,-0.005978884178294841,,214423
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.5244956090549633,,214423
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.501190640722918,,214423
entropy_kozachenko,postcentral,postcentral,Univariate,1.387931248884052,postcentral,214423
AIS_kraskov,postcentral,postcentral,Univariate,0.4621797922166584,postcentral,214423
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.7802382307047417,,214423
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.13011194683887028,,214423
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.059739663020389244,,214423
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.05458413734382361,,214423
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.49132203195665003,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0027521088035205267,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,-0.0009032415871068622,,214423
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.437015534224035,,214423
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.390759155034246,,214423
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.411897750481086,isthmuscingulate,214423
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.059503376014029996,isthmuscingulate,214423
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.782472794434734,,214423
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,-0.060952117423708874,,214423
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.03438598737463572,,214423
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,-0.038984709847945,,214423
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,-0.0939168445820382,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.005569270431420012,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.005763102106836726,,214423
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.4393672970143352,,214423
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,7.090355687686575,,214423
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.396631406859007,posteriorcingulate,214423
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.05120136226797278,posteriorcingulate,214423
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.8161163702278142,,214423
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,0.14868249998724226,,214423
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,-0.007288156796757761,,214423
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,-0.015377732809133349,,214423
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,-0.12458370439961364,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.0014400520781700224,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.024437819993712306,,214423
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.47295430757659,,214423
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,7.083508692635895,,214423
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.5043215620959813,inferiortemporal,214423
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,0.06636043519644552,inferiortemporal,214423
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.8889004150760225,,214423
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,0.12752549587804696,,214423
mi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.010277290770517311,,214423
tlmi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.010175446360463525,,214423
di_kozachenko,lateraloccipital,inferiortemporal,Bivariate,-0.2691398413185899,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.0020570756443948498,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.010357717454333892,,214423
ce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,1.5457280365191886,,214423
cce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,7.302465082190579,,214423
entropy_kozachenko,inferiorparietal,inferiorparietal,Univariate,1.362117150320464,inferiorparietal,214423
AIS_kraskov,inferiorparietal,inferiorparietal,Univariate,0.44032209777953124,inferiorparietal,214423
je_kozachenko,lateraloccipital,inferiorparietal,Bivariate,2.8060311652627923,,214423
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Bivariate,0.023429860954075732,,214423
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.02034471596388343,,214423
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.006169899555096947,,214423
di_kozachenko,lateraloccipital,inferiorparietal,Bivariate,0.22614534956072507,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.004501961172012203,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,-0.014974977545512802,,214423
ce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,1.462847996521925,,214423
cce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,5.639494041162193,,214423
entropy_kozachenko,fusiform,fusiform,Univariate,1.4320808904983124,fusiform,214423
AIS_kraskov,fusiform,fusiform,Univariate,0.06609388344488032,fusiform,214423
je_kozachenko,lateraloccipital,fusiform,Bivariate,2.8566567476017917,,214423
si_kozachenko_k-1,lateraloccipital,fusiform,Bivariate,0.09512555503579767,,214423
mi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.014978292271733196,,214423
tlmi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,-0.017145446285917743,,214423
di_kozachenko,lateraloccipital,fusiform,Bivariate,-0.17702705651812511,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.005616544835002385,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,-0.009627167769838518,,214423
ce_kozachenko,lateraloccipital,fusiform,Bivariate,1.5134218439220333,,214423
cce_kozachenko,lateraloccipital,fusiform,Bivariate,7.030439987179481,,214423
entropy_kozachenko,lateralorbitofrontal,lateralorbitofrontal,Univariate,1.468287278679643,lateralorbitofrontal,214423
AIS_kraskov,lateralorbitofrontal,lateralorbitofrontal,Univariate,-0.016655375849753185,lateralorbitofrontal,214423
je_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,2.835650014736936,,214423
si_kozachenko_k-1,lateraloccipital,lateralorbitofrontal,Bivariate,0.12777010767561725,,214423
mi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,-0.035941902077556875,,214423
tlmi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,0.017793631605755422,,214423
di_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,-0.12022748462215116,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,0.0015877980948137771,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,-0.020976521044795193,,214423
ce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,1.4923855888419948,,214423
cce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,7.143353583223991,,214423
entropy_kozachenko,precentral,precentral,Univariate,1.3955844376145743,precentral,214423
AIS_kraskov,precentral,precentral,Univariate,0.39261723164687723,precentral,214423
je_kozachenko,lateraloccipital,precentral,Bivariate,2.834109781856989,,214423
si_kozachenko_k-1,lateraloccipital,precentral,Bivariate,0.15513380896442497,,214423
mi_kraskov_NN-4,lateraloccipital,precentral,Bivariate,-0.004210891345161727,,214423
tlmi_kraskov_NN-4,lateraloccipital,precentral,Bivariate,0.05277508431643341,,214423
di_kozachenko,lateraloccipital,precentral,Bivariate,0.480084903465273,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Bivariate,0.0007222544767484138,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Bivariate,0.03462416497978671,,214423
ce_kozachenko,lateraloccipital,precentral,Bivariate,1.4909605820578133,,214423
cce_kozachenko,lateraloccipital,precentral,Bivariate,5.560832588538876,,214423
entropy_kozachenko,rostralmiddlefrontal,rostralmiddlefrontal,Univariate,1.449845774235829,rostralmiddlefrontal,214423
AIS_kraskov,rostralmiddlefrontal,rostralmiddlefrontal,Univariate,0.266572358431322,rostralmiddlefrontal,214423
je_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,2.7155286249094677,,214423
si_kozachenko_k-1,lateraloccipital,rostralmiddlefrontal,Bivariate,-0.041017102722866294,,214423
mi_kraskov_NN-4,lateraloccipital,rostralmiddlefrontal,Bivariate,0.008813076867811631,,214423
tlmi_kraskov_NN-4,lateraloccipital,rostralmiddlefrontal,Bivariate,0.007915295844837189,,214423
di_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,0.15794361846495164,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,rostralmiddlefrontal,Bivariate,9.883269857155954e-06,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,rostralmiddlefrontal,Bivariate,0.013463612311749085,,214423
ce_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,1.3723292652654195,,214423
cce_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,6.033502797274167,,214423
entropy_kozachenko,lingual,lingual,Univariate,1.425125132701833,lingual,214423
AIS_kraskov,lingual,lingual,Univariate,0.3708430755658112,lingual,214423
je_kozachenko,lateraloccipital,lingual,Bivariate,2.654331878175666,,214423
si_kozachenko_k-1,lateraloccipital,lingual,Bivariate,0.387904543235861,,214423
mi_kraskov_NN-4,lateraloccipital,lingual,Bivariate,0.2684824287263403,,214423
tlmi_kraskov_NN-4,lateraloccipital,lingual,Bivariate,0.16035158806473682,,214423
di_kozachenko,lateraloccipital,lingual,Bivariate,1.0468592281973255,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,lingual,Bivariate,0.002408130066827797,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,lingual,Bivariate,0.003922186986364151,,214423
ce_kozachenko,lateraloccipital,lingual,Bivariate,1.3111839584312022,,214423
cce_kozachenko,lateraloccipital,lingual,Bivariate,4.988752438121699,,214423
entropy_kozachenko,precuneus,precuneus,Univariate,1.3826081341159098,precuneus,214423
AIS_kraskov,precuneus,precuneus,Univariate,0.2519061195508927,precuneus,214423
je_kozachenko,lateraloccipital,precuneus,Bivariate,2.7296726529525484,,214423
si_kozachenko_k-1,lateraloccipital,precuneus,Bivariate,0.10313122922746354,,214423
mi_kraskov_NN-4,lateraloccipital,precuneus,Bivariate,0.03945030398309157,,214423
tlmi_kraskov_NN-4,lateraloccipital,precuneus,Bivariate,0.012164328977135597,,214423
di_kozachenko,lateraloccipital,precuneus,Bivariate,0.1772388503777247,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Bivariate,0.0010469490902201956,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Bivariate,-0.004231900056522742,,214423
ce_kozachenko,lateraloccipital,precuneus,Bivariate,1.3864160367784844,,214423
cce_kozachenko,lateraloccipital,precuneus,Bivariate,6.009331535068949,,214423
entropy_kozachenko,caudalmiddlefrontal,caudalmiddlefrontal,Univariate,1.4591919638897979,caudalmiddlefrontal,214423
AIS_kraskov,caudalmiddlefrontal,caudalmiddlefrontal,Univariate,0.13908471555816426,caudalmiddlefrontal,214423
je_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,2.823233698418828,,214423
si_kozachenko_k-1,lateraloccipital,caudalmiddlefrontal,Bivariate,0.10612177612647455,,214423
mi_kraskov_NN-4,lateraloccipital,caudalmiddlefrontal,Bivariate,0.05849379745643901,,214423
tlmi_kraskov_NN-4,lateraloccipital,caudalmiddlefrontal,Bivariate,0.007455951164299535,,214423
di_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,0.11631199285639404,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,caudalmiddlefrontal,Bivariate,0.002547941696149263,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,caudalmiddlefrontal,Bivariate,-0.03360014798896005,,214423
ce_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,1.480032490913787,,214423
cce_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,6.548841953803406,,214423
entropy_kozachenko,parahippocampal,parahippocampal,Univariate,1.4401811505240412,parahippocampal,214423
AIS_kraskov,parahippocampal,parahippocampal,Univariate,-0.027674829206524976,parahippocampal,214423
je_kozachenko,lateraloccipital,parahippocampal,Bivariate,2.7944330458148605,,214423
si_kozachenko_k-1,lateraloccipital,parahippocampal,Bivariate,0.05490685299399667,,214423
mi_kraskov_NN-4,lateraloccipital,parahippocampal,Bivariate,0.013581301856808281,,214423
tlmi_kraskov_NN-4,lateraloccipital,parahippocampal,Bivariate,0.0026582196201108133,,214423
di_kozachenko,lateraloccipital,parahippocampal,Bivariate,-0.32277662559972153,,214423
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parahippocampal,Bivariate,0.0019954665072255207,,214423
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parahippocampal,Bivariate,-0.0021250533134058447,,214423
ce_kozachenko,lateraloccipital,parahippocampal,Bivariate,1.4512469098701515,,214423
cce_kozachenko,lateraloccipital,parahippocampal,Bivariate,7.460336349724605,,214423
entropy_kozachenko,medialorbitofrontal,medialorbitofrontal,Univariate,1.3638120070869135,medialorbitofrontal,214423
AIS_kraskov,medialorbitofrontal,medialorbitofrontal,Univariate,0.02499784386707482,medialorbitofrontal,214423
je_kozachenko,lateraloccipital,medialorbitofrontal,Bivariate,2.779830777400116,,214423
