Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.4028398012113055,lateraloccipital,103818
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.5608087713150178,lateraloccipital,103818
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.4658523648912967,parsopercularis,103818
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.17309798157240674,parsopercularis,103818
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.809913891175531,,103818
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,0.08539300798641625,,103818
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.020225239600085487,,103818
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,-0.004500586017861963,,103818
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.04949543273243151,,103818
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.0016030563634059512,,103818
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.015822780938293812,,103818
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.3625563480488005,,103818
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.5606757443089005,,103818
entropy_kozachenko,postcentral,postcentral,Univariate,1.4405671982657982,postcentral,103818
AIS_kraskov,postcentral,postcentral,Univariate,0.4575612396502553,postcentral,103818
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.792107957355045,,103818
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.11848567078869587,,103818
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.006657101395472154,,103818
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.04136463455864181,,103818
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.3379460160938681,,103818
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,0.0018645453756871834,,103818
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,-0.011893543976023935,,103818
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.3448137115600178,,103818
cce_kozachenko,lateraloccipital,postcentral,Bivariate,5.357333950005428,,103818
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.3773903325965051,isthmuscingulate,103818
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.138640962466841,isthmuscingulate,103818
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.8109622570620636,,103818
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,0.10280747881483476,,103818
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.022273136981137753,,103818
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,-0.015169587329197043,,103818
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,0.07384653054674573,,103818
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.0035878687138440175,,103818
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,-0.046084335117094755,,103818
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.3636845461504161,,103818
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.531296696627944,,103818
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.4048027323890118,posteriorcingulate,103818
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.08369068318299533,posteriorcingulate,103818
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.87030862031559,,103818
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,0.10504981878498443,,103818
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.021759336032886267,,103818
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.007343515831276903,,103818
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,0.034790967442244636,,103818
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.004575860136722943,,103818
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.021668205211200053,,103818
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.4229569647204605,,103818
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,6.798727900034825,,103818
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.3521440324779865,inferiortemporal,103818
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,0.057846580078424026,inferiortemporal,103818
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.7451542939537847,,103818
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,0.023607604718582476,,103818
mi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.037478472161927456,,103818
tlmi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.03183564248132953,,103818
di_kozachenko,lateraloccipital,inferiortemporal,Bivariate,0.10245980785293085,,103818
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.006190459345698318,,103818
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,-0.001448574018930282,,103818
ce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,1.2979138596718784,,103818
cce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,6.855655377975654,,103818
entropy_kozachenko,inferiorparietal,inferiorparietal,Univariate,1.4514228862939902,inferiorparietal,103818
AIS_kraskov,inferiorparietal,inferiorparietal,Univariate,0.466798618958836,inferiorparietal,103818
je_kozachenko,lateraloccipital,inferiorparietal,Bivariate,2.7300132959129333,,103818
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Bivariate,0.053711104332595294,,103818
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.07163844180333179,,103818
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.049394901317350914,,103818
di_kozachenko,lateraloccipital,inferiorparietal,Bivariate,0.5888738141237688,,103818
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.007247478511077748,,103818
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.0133140361969446,,103818
ce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,1.2827734775601747,,103818
cce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,5.212344979434887,,103818
entropy_kozachenko,fusiform,fusiform,Univariate,1.4506011284224822,fusiform,103818
AIS_kraskov,fusiform,fusiform,Univariate,0.1518192580482456,fusiform,103818
je_kozachenko,lateraloccipital,fusiform,Bivariate,2.713042693048497,,103818
si_kozachenko_k-1,lateraloccipital,fusiform,Bivariate,0.153875425093156,,103818
mi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.11914511207312017,,103818
tlmi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.12349255534291004,,103818
di_kozachenko,lateraloccipital,fusiform,Bivariate,0.3906129220036689,,103818
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.021787425380178044,,103818
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.04077237074759199,,103818
ce_kozachenko,lateraloccipital,fusiform,Bivariate,1.2656224722174554,,103818
cce_kozachenko,lateraloccipital,fusiform,Bivariate,6.233242486586837,,103818
entropy_kozachenko,lateralorbitofrontal,lateralorbitofrontal,Univariate,1.423138301229189,lateralorbitofrontal,103818
AIS_kraskov,lateralorbitofrontal,lateralorbitofrontal,Univariate,0.06966164357244686,lateralorbitofrontal,103818
je_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,2.776086498043949,,103818
si_kozachenko_k-1,lateraloccipital,lateralorbitofrontal,Bivariate,-0.11164614557273778,,103818
mi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,0.02951430142501188,,103818
tlmi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,0.03622769975901363,,103818
di_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,-0.09494343994620369,,103818
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,0.0005263691765825219,,103818
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,-0.007140308381365701,,103818
ce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,1.328838447475762,,103818
cce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,7.0727638078615005,,103818
entropy_kozachenko,precentral,precentral,Univariate,1.432531456834993,precentral,103818
AIS_kraskov,precentral,precentral,Univariate,0.29592016404204546,precentral,103818
