Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
entropy_kozachenko,lateraloccipital,lateraloccipital,Univariate,1.3897247338593441,lateraloccipital,189450
AIS_kraskov,lateraloccipital,lateraloccipital,Univariate,0.6895399704551668,lateraloccipital,189450
entropy_kozachenko,parsopercularis,parsopercularis,Univariate,1.438383289221501,parsopercularis,189450
AIS_kraskov,parsopercularis,parsopercularis,Univariate,0.14883823700830945,parsopercularis,189450
je_kozachenko,lateraloccipital,parsopercularis,Bivariate,2.7746359645512695,,189450
si_kozachenko_k-1,lateraloccipital,parsopercularis,Bivariate,-0.07033427612195586,,189450
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.034516104333581765,,189450
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Bivariate,0.01928179334502289,,189450
di_kozachenko,lateraloccipital,parsopercularis,Bivariate,0.13925693179987952,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,0.00029290527215328037,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Bivariate,-0.015529600333269222,,189450
ce_kozachenko,lateraloccipital,parsopercularis,Bivariate,1.384040733358201,,189450
cce_kozachenko,lateraloccipital,parsopercularis,Bivariate,6.556518032827231,,189450
entropy_kozachenko,postcentral,postcentral,Univariate,1.3765190241414365,postcentral,189450
AIS_kraskov,postcentral,postcentral,Univariate,0.6680993613380801,postcentral,189450
je_kozachenko,lateraloccipital,postcentral,Bivariate,2.776825273394341,,189450
si_kozachenko_k-1,lateraloccipital,postcentral,Bivariate,0.025933498732192195,,189450
mi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.06312587276558013,,189450
tlmi_kraskov_NN-4,lateraloccipital,postcentral,Bivariate,0.01978534803516041,,189450
di_kozachenko,lateraloccipital,postcentral,Bivariate,0.7474663544551348,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,9.0323683416511e-05,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,postcentral,Bivariate,-0.012125824635346394,,189450
ce_kozachenko,lateraloccipital,postcentral,Bivariate,1.3862490405299623,,189450
cce_kozachenko,lateraloccipital,postcentral,Bivariate,4.507500031020097,,189450
entropy_kozachenko,isthmuscingulate,isthmuscingulate,Univariate,1.3723910965749422,isthmuscingulate,189450
AIS_kraskov,isthmuscingulate,isthmuscingulate,Univariate,0.12118470163787975,isthmuscingulate,189450
je_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,2.7998013636819192,,189450
si_kozachenko_k-1,lateraloccipital,isthmuscingulate,Bivariate,0.10065196663456488,,189450
mi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.036747417628179235,,189450
tlmi_kraskov_NN-4,lateraloccipital,isthmuscingulate,Bivariate,0.01487117201340915,,189450
di_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,-0.2023449667332624,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,0.0007639924563790928,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,isthmuscingulate,Bivariate,-0.011002365799006819,,189450
ce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,1.4092296095613404,,189450
cce_kozachenko,lateraloccipital,isthmuscingulate,Bivariate,6.7998416279316265,,189450
entropy_kozachenko,posteriorcingulate,posteriorcingulate,Univariate,1.320846050626641,posteriorcingulate,189450
AIS_kraskov,posteriorcingulate,posteriorcingulate,Univariate,0.010428382388631974,posteriorcingulate,189450
je_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,2.820660411707055,,189450
si_kozachenko_k-1,lateraloccipital,posteriorcingulate,Bivariate,-0.022374835834769957,,189450
mi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.025705953463630138,,189450
tlmi_kraskov_NN-4,lateraloccipital,posteriorcingulate,Bivariate,0.02771911206430211,,189450
di_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,-0.11866938974888619,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,0.008930747604494482,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,posteriorcingulate,Bivariate,-0.0015330441160401609,,189450
ce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,1.4300825837012092,,189450
cce_kozachenko,lateraloccipital,posteriorcingulate,Bivariate,7.183227346892333,,189450
entropy_kozachenko,inferiortemporal,inferiortemporal,Univariate,1.4350611969971965,inferiortemporal,189450
AIS_kraskov,inferiortemporal,inferiortemporal,Univariate,0.048010464691948584,inferiortemporal,189450
je_kozachenko,lateraloccipital,inferiortemporal,Bivariate,2.803150270098121,,189450
si_kozachenko_k-1,lateraloccipital,inferiortemporal,Bivariate,-0.043842396608423595,,189450
mi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,-0.0002818974607343705,,189450
tlmi_kraskov_NN-4,lateraloccipital,inferiortemporal,Bivariate,0.016813911803971848,,189450
di_kozachenko,lateraloccipital,inferiortemporal,Bivariate,-0.22888233349113296,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,6.22439719872258e-06,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiortemporal,Bivariate,0.01095841754209781,,189450
ce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,1.4125707249076815,,189450
cce_kozachenko,lateraloccipital,inferiortemporal,Bivariate,7.126207687968889,,189450
entropy_kozachenko,inferiorparietal,inferiorparietal,Univariate,1.4315783779710234,inferiorparietal,189450
AIS_kraskov,inferiorparietal,inferiorparietal,Univariate,0.6571914090855007,inferiorparietal,189450
je_kozachenko,lateraloccipital,inferiorparietal,Bivariate,2.714727672649191,,189450
si_kozachenko_k-1,lateraloccipital,inferiorparietal,Bivariate,-0.2945209913621878,,189450
mi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.030891496241634897,,189450
tlmi_kraskov_NN-4,lateraloccipital,inferiorparietal,Bivariate,0.042095064808785665,,189450
di_kozachenko,lateraloccipital,inferiorparietal,Bivariate,0.9728910429174285,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.0047245715910773055,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,inferiorparietal,Bivariate,0.009233278965539604,,189450
ce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,1.3241508501272432,,189450
cce_kozachenko,lateraloccipital,inferiorparietal,Bivariate,4.309733036549703,,189450
entropy_kozachenko,fusiform,fusiform,Univariate,1.4042476470379714,fusiform,189450
AIS_kraskov,fusiform,fusiform,Univariate,0.13658306369103723,fusiform,189450
je_kozachenko,lateraloccipital,fusiform,Bivariate,2.635834893841895,,189450
si_kozachenko_k-1,lateraloccipital,fusiform,Bivariate,0.016034297046092494,,189450
mi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.16727083949609067,,189450
tlmi_kraskov_NN-4,lateraloccipital,fusiform,Bivariate,0.08207105981056984,,189450
di_kozachenko,lateraloccipital,fusiform,Bivariate,0.5202412282523259,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.013194745349981102,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Bivariate,0.03362253321939557,,189450
ce_kozachenko,lateraloccipital,fusiform,Bivariate,1.2452609482914156,,189450
cce_kozachenko,lateraloccipital,fusiform,Bivariate,6.1918762569812404,,189450
entropy_kozachenko,lateralorbitofrontal,lateralorbitofrontal,Univariate,1.3270746028613791,lateralorbitofrontal,189450
AIS_kraskov,lateralorbitofrontal,lateralorbitofrontal,Univariate,0.004020762559427737,lateralorbitofrontal,189450
je_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,2.759334292751021,,189450
si_kozachenko_k-1,lateraloccipital,lateralorbitofrontal,Bivariate,-0.1974893339276007,,189450
mi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,-0.012919516489358074,,189450
tlmi_kraskov_NN-4,lateraloccipital,lateralorbitofrontal,Bivariate,-0.01300930847228976,,189450
di_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,-0.2808313011993322,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,0.003948793844735713,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,lateralorbitofrontal,Bivariate,-0.026852007219322127,,189450
ce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,1.3687476861671892,,189450
cce_kozachenko,lateraloccipital,lateralorbitofrontal,Bivariate,7.306882377515728,,189450
entropy_kozachenko,precentral,precentral,Univariate,1.353774349109016,precentral,189450
AIS_kraskov,precentral,precentral,Univariate,0.5830660034353494,precentral,189450
je_kozachenko,lateraloccipital,precentral,Bivariate,2.792358561612224,,189450
si_kozachenko_k-1,lateraloccipital,precentral,Bivariate,0.09887854324356793,,189450
mi_kraskov_NN-4,lateraloccipital,precentral,Bivariate,0.058116852189755264,,189450
tlmi_kraskov_NN-4,lateraloccipital,precentral,Bivariate,0.02408764189464563,,189450
di_kozachenko,lateraloccipital,precentral,Bivariate,0.5378565622702709,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Bivariate,0.0010207060952779183,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precentral,Bivariate,0.007202612153647703,,189450
ce_kozachenko,lateraloccipital,precentral,Bivariate,1.401808991808942,,189450
cce_kozachenko,lateraloccipital,precentral,Bivariate,4.804591638616099,,189450
entropy_kozachenko,rostralmiddlefrontal,rostralmiddlefrontal,Univariate,1.3885605753162018,rostralmiddlefrontal,189450
AIS_kraskov,rostralmiddlefrontal,rostralmiddlefrontal,Univariate,0.4053837952035968,rostralmiddlefrontal,189450
je_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,2.6987577124494835,,189450
si_kozachenko_k-1,lateraloccipital,rostralmiddlefrontal,Bivariate,-0.018896801535480012,,189450
mi_kraskov_NN-4,lateraloccipital,rostralmiddlefrontal,Bivariate,0.11044282355010715,,189450
tlmi_kraskov_NN-4,lateraloccipital,rostralmiddlefrontal,Bivariate,0.10998071989421199,,189450
di_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,0.5057195846535718,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,rostralmiddlefrontal,Bivariate,0.00633445787167176,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,rostralmiddlefrontal,Bivariate,0.001387215999191449,,189450
ce_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,1.308200896768335,,189450
cce_kozachenko,lateraloccipital,rostralmiddlefrontal,Bivariate,5.458910013468689,,189450
entropy_kozachenko,lingual,lingual,Univariate,1.3739466347211993,lingual,189450
AIS_kraskov,lingual,lingual,Univariate,0.24322363745113496,lingual,189450
je_kozachenko,lateraloccipital,lingual,Bivariate,2.6687067876622588,,189450
si_kozachenko_k-1,lateraloccipital,lingual,Bivariate,-0.045004278637591266,,189450
mi_kraskov_NN-4,lateraloccipital,lingual,Bivariate,0.07226010297742214,,189450
tlmi_kraskov_NN-4,lateraloccipital,lingual,Bivariate,0.013037186646926102,,189450
di_kozachenko,lateraloccipital,lingual,Bivariate,0.44461418088261606,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,lingual,Bivariate,0.001084591348455002,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,lingual,Bivariate,-0.018412338363698266,,189450
ce_kozachenko,lateraloccipital,lingual,Bivariate,1.278158962022394,,189450
cce_kozachenko,lateraloccipital,lingual,Bivariate,5.762654342268991,,189450
entropy_kozachenko,precuneus,precuneus,Univariate,1.3583472693444323,precuneus,189450
AIS_kraskov,precuneus,precuneus,Univariate,0.42366494983417713,precuneus,189450
je_kozachenko,lateraloccipital,precuneus,Bivariate,2.694317853649095,,189450
si_kozachenko_k-1,lateraloccipital,precuneus,Bivariate,-0.08299591617828872,,189450
mi_kraskov_NN-4,lateraloccipital,precuneus,Bivariate,0.10486243507785709,,189450
tlmi_kraskov_NN-4,lateraloccipital,precuneus,Bivariate,0.08906174178710557,,189450
di_kozachenko,lateraloccipital,precuneus,Bivariate,0.5086600150042022,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Bivariate,0.003992835829608673,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Bivariate,-0.006937988711682941,,189450
ce_kozachenko,lateraloccipital,precuneus,Bivariate,1.3037448631534585,,189450
cce_kozachenko,lateraloccipital,precuneus,Bivariate,5.311184862812084,,189450
entropy_kozachenko,caudalmiddlefrontal,caudalmiddlefrontal,Univariate,1.3597500351681209,caudalmiddlefrontal,189450
AIS_kraskov,caudalmiddlefrontal,caudalmiddlefrontal,Univariate,0.3893176553390738,caudalmiddlefrontal,189450
je_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,2.7551294824582997,,189450
si_kozachenko_k-1,lateraloccipital,caudalmiddlefrontal,Bivariate,-0.07475794717791517,,189450
mi_kraskov_NN-4,lateraloccipital,caudalmiddlefrontal,Bivariate,0.05815442983270991,,189450
tlmi_kraskov_NN-4,lateraloccipital,caudalmiddlefrontal,Bivariate,0.014887327310335152,,189450
di_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,0.4464957649797947,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,caudalmiddlefrontal,Bivariate,0.003875097276397309,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,caudalmiddlefrontal,Bivariate,0.004380926285390441,,189450
ce_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,1.36456309165932,,189450
cce_kozachenko,lateraloccipital,caudalmiddlefrontal,Bivariate,5.540034203836411,,189450
entropy_kozachenko,parahippocampal,parahippocampal,Univariate,1.3809892493347302,parahippocampal,189450
AIS_kraskov,parahippocampal,parahippocampal,Univariate,0.04076513835979512,parahippocampal,189450
je_kozachenko,lateraloccipital,parahippocampal,Bivariate,2.811172758730892,,189450
si_kozachenko_k-1,lateraloccipital,parahippocampal,Bivariate,-0.07967366653132446,,189450
mi_kraskov_NN-4,lateraloccipital,parahippocampal,Bivariate,0.015847876782469683,,189450
tlmi_kraskov_NN-4,lateraloccipital,parahippocampal,Bivariate,0.0022336662640736193,,189450
di_kozachenko,lateraloccipital,parahippocampal,Bivariate,-0.33103707783366776,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parahippocampal,Bivariate,0.0021072532650023576,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parahippocampal,Bivariate,0.03636443908459053,,189450
ce_kozachenko,lateraloccipital,parahippocampal,Bivariate,1.4206165693561466,,189450
cce_kozachenko,lateraloccipital,parahippocampal,Bivariate,7.27009721554234,,189450
entropy_kozachenko,medialorbitofrontal,medialorbitofrontal,Univariate,1.4351252295845445,medialorbitofrontal,189450
AIS_kraskov,medialorbitofrontal,medialorbitofrontal,Univariate,0.05241862598162328,medialorbitofrontal,189450
je_kozachenko,lateraloccipital,medialorbitofrontal,Bivariate,2.763896711745303,,189450
si_kozachenko_k-1,lateraloccipital,medialorbitofrontal,Bivariate,-0.0934577725518646,,189450
mi_kraskov_NN-4,lateraloccipital,medialorbitofrontal,Bivariate,-0.02619071696206987,,189450
tlmi_kraskov_NN-4,lateraloccipital,medialorbitofrontal,Bivariate,0.023184354901978566,,189450
di_kozachenko,lateraloccipital,medialorbitofrontal,Bivariate,-0.41789150203131253,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,medialorbitofrontal,Bivariate,0.0019072654604352774,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,medialorbitofrontal,Bivariate,0.004541875403082152,,189450
ce_kozachenko,lateraloccipital,medialorbitofrontal,Bivariate,1.3733359273839274,,189450
cce_kozachenko,lateraloccipital,medialorbitofrontal,Bivariate,7.342080343687255,,189450
entropy_kozachenko,bankssts,bankssts,Univariate,1.4337602063047425,bankssts,189450
AIS_kraskov,bankssts,bankssts,Univariate,0.2536161207148764,bankssts,189450
je_kozachenko,lateraloccipital,bankssts,Bivariate,2.819721816429372,,189450
si_kozachenko_k-1,lateraloccipital,bankssts,Bivariate,0.0634243138444659,,189450
mi_kraskov_NN-4,lateraloccipital,bankssts,Bivariate,0.025297414029600063,,189450
tlmi_kraskov_NN-4,lateraloccipital,bankssts,Bivariate,0.0025684530446561382,,189450
di_kozachenko,lateraloccipital,bankssts,Bivariate,0.2589577257250042,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,bankssts,Bivariate,0.00030259074944000635,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,bankssts,Bivariate,-0.0009250973575685162,,189450
ce_kozachenko,lateraloccipital,bankssts,Bivariate,1.4291642604451442,,189450
cce_kozachenko,lateraloccipital,bankssts,Bivariate,6.024097741259473,,189450
entropy_kozachenko,superiorfrontal,superiorfrontal,Univariate,1.4729879083165098,superiorfrontal,189450
AIS_kraskov,superiorfrontal,superiorfrontal,Univariate,0.21437151803454046,superiorfrontal,189450
je_kozachenko,lateraloccipital,superiorfrontal,Bivariate,2.7765493793220952,,189450
si_kozachenko_k-1,lateraloccipital,superiorfrontal,Bivariate,-0.05374436103461688,,189450
mi_kraskov_NN-4,lateraloccipital,superiorfrontal,Bivariate,0.03962738808213295,,189450
tlmi_kraskov_NN-4,lateraloccipital,superiorfrontal,Bivariate,0.036417898751285094,,189450
di_kozachenko,lateraloccipital,superiorfrontal,Bivariate,0.255148767127066,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorfrontal,Bivariate,0.00020309219425882085,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorfrontal,Bivariate,-0.01155379962304659,,189450
ce_kozachenko,lateraloccipital,superiorfrontal,Bivariate,1.3859665742093585,,189450
cce_kozachenko,lateraloccipital,superiorfrontal,Bivariate,6.18252298093261,,189450
entropy_kozachenko,superiorparietal,superiorparietal,Univariate,1.4072143313778653,superiorparietal,189450
AIS_kraskov,superiorparietal,superiorparietal,Univariate,0.4973817032637955,superiorparietal,189450
je_kozachenko,lateraloccipital,superiorparietal,Bivariate,2.804530552443428,,189450
si_kozachenko_k-1,lateraloccipital,superiorparietal,Bivariate,0.13182620328461914,,189450
mi_kraskov_NN-4,lateraloccipital,superiorparietal,Bivariate,0.041505283647632396,,189450
tlmi_kraskov_NN-4,lateraloccipital,superiorparietal,Bivariate,0.021221357871496593,,189450
di_kozachenko,lateraloccipital,superiorparietal,Bivariate,0.6562180024009843,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorparietal,Bivariate,0.0042755280483342045,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,superiorparietal,Bivariate,0.03146973493784544,,189450
ce_kozachenko,lateraloccipital,superiorparietal,Bivariate,1.4139536888046602,,189450
cce_kozachenko,lateraloccipital,superiorparietal,Bivariate,4.999590255847345,,189450
entropy_kozachenko,entorhinal,entorhinal,Univariate,1.4071616939341078,entorhinal,189450
AIS_kraskov,entorhinal,entorhinal,Univariate,0.025616521252354474,entorhinal,189450
je_kozachenko,lateraloccipital,entorhinal,Bivariate,2.806750772263927,,189450
si_kozachenko_k-1,lateraloccipital,entorhinal,Bivariate,-0.1279163869602269,,189450
mi_kraskov_NN-4,lateraloccipital,entorhinal,Bivariate,0.0026261077880374017,,189450
tlmi_kraskov_NN-4,lateraloccipital,entorhinal,Bivariate,0.0337365368838114,,189450
di_kozachenko,lateraloccipital,entorhinal,Bivariate,-0.3777454633025856,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,entorhinal,Bivariate,2.1339552852852046e-06,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,entorhinal,Bivariate,0.03972014694740844,,189450
ce_kozachenko,lateraloccipital,entorhinal,Bivariate,1.4161622164997518,,189450
cce_kozachenko,lateraloccipital,entorhinal,Bivariate,7.4661593109055415,,189450
entropy_kozachenko,transversetemporal,transversetemporal,Univariate,1.388671833305576,transversetemporal,189450
AIS_kraskov,transversetemporal,transversetemporal,Univariate,0.08251382961262088,transversetemporal,189450
je_kozachenko,lateraloccipital,transversetemporal,Bivariate,2.7529108021643416,,189450
si_kozachenko_k-1,lateraloccipital,transversetemporal,Bivariate,-0.12650301137370024,,189450
mi_kraskov_NN-4,lateraloccipital,transversetemporal,Bivariate,0.03355187994986153,,189450
tlmi_kraskov_NN-4,lateraloccipital,transversetemporal,Bivariate,-0.0003145302293301455,,189450
di_kozachenko,lateraloccipital,transversetemporal,Bivariate,-0.08376040473787683,,189450
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,transversetemporal,Bivariate,0.00016342833558697696,,189450
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,transversetemporal,Bivariate,0.011359578174809482,,189450
ce_kozachenko,lateraloccipital,transversetemporal,Bivariate,1.362316478272985,,189450
cce_kozachenko,lateraloccipital,transversetemporal,Bivariate,7.0026208396662755,,189450
entropy_kozachenko,caudalanteriorcingulate,caudalanteriorcingulate,Univariate,1.4680313610378466,caudalanteriorcingulate,189450
AIS_kraskov,caudalanteriorcingulate,caudalanteriorcingulate,Univariate,0.020829650380070674,caudalanteriorcingulate,189450
